surv,num,modeid,modechos,choiflag,frstpref,rankpref,freq,excpt,timev,timew,apd,op,opb,opw,opc,f1gensvc,f2convac,f3psych,bwlk,stop,trpurpos,age,sex,drivlic,married,famsize,ncars,educ,lres,work,income,ptevop,congevop,freq1,freq2,freqk,busseat,bstdt,cost,nmisop
59,45,3,0,1,1,3,15,0.206,7,0,0.5,1.1142,0,0,1.1142,0.508,-0.3764,-1.906,0,1,1,1,2,1,2,2,1,4,2,1,3,3,1,0,0,0,0,0,-0.2,0
60,46,1,0,1,0,1,0,0.038,-9,0,0,-0.8611,-0.8611,0,0,-0.175,-1.23,0.821,1.5,1,5,4,1,1,1,5,2,6,5,1,6,1,3,0,0,0,10,1,0.5,0
60,46,2,0,1,0,2,0,0.613,0,15,0,0.493,0,0.493,0,-1.0098,1.6365,1.3358,0,1,5,4,1,1,1,5,2,6,5,1,6,1,3,0,0,0,0,0,2.2,0
60,46,3,1,1,1,3,12,1.021,10,0,0.7,0.508,0,0,0.508,1.1387,1.1139,0.5364,0,1,5,4,1,1,1,5,2,6,5,1,6,1,3,0,0,0,0,0,-1.2,0
61,47,1,0,1,0,1,0,-0.647,-9,0,0,-1.2307,-1.2307,0,0,-1.3289,-1.3794,-0.9406,-9,2,4,3,1,1,1,2,1,7,2,1,4,3,2,9,9,9,-9,0,-0.9,0
61,47,2,0,1,0,2,1,0.669,0,10,0,0.0807,0,0.0807,0,0.1523,0.7749,0.8309,0,2,4,3,1,1,1,2,1,7,2,1,4,3,2,0,0,0,0,0,1.4,0
61,47,3,1,1,1,3,13,0.808,5,0,0.5,0.2918,0,0,0.2918,0.8415,1.1454,-0.2498,0,2,4,3,1,1,1,2,1,7,2,1,4,3,2,0,0,0,0,0,-0.9,0
62,48,1,0,1,0,2,3,-0.684,25,0,0,0.5549,0.5549,0,0,-0.9292,-2.2204,-2.7207,6,2,1,6,1,1,1,1,1,2,5,5,0,4,5,1,1,2,9,1,1.5,0
62,48,2,0,1,0,1,0,-0.41,0,70,0,-1.2135,0,-1.2135,0,-1.6627,-1.0172,-1.404,0,2,1,6,1,1,1,1,1,2,5,5,0,4,5,0,0,0,0,0,1.5,0
62,48,3,1,1,1,3,9,0.314,12,0,0.5,-1.7,0,0,-1.7,0.6115,-0.3189,-0.9313,0,2,1,6,1,1,1,1,1,2,5,5,0,4,5,0,0,0,0,0,-0.9,0
63,49,1,0,1,0,2,1,-0.012,20,0,0,1.16,1.16,0,0,-0.54,-1.5014,0.2036,0.5,2,5,5,1,1,2,3,1,7,5,1,5,3,2,1,0,1,10,1,0.8,0
63,49,2,0,1,0,1,0,0.109,0,30,0,0.2421,0,0.2421,0,-0.9947,0.1564,-0.1918,0,2,5,5,1,1,2,3,1,7,5,1,5,3,2,0,0,0,0,0,1.6,0
63,49,3,1,1,1,3,6,0.718,5,0,1,0.3875,0,0,0.3875,0.7965,0.7954,-1.3541,0,2,5,5,1,1,2,3,1,7,5,1,5,3,2,0,0,0,0,0,-1,0
64,50,1,0,0,0,2,8,0.378,20,0,0,1.2063,1.2063,0,0,0.2123,-0.5893,0.4504,0.5,2,1,4,2,2,1,3,1,6,4,3,3,1,2,1,1,2,10,1,0.1,0
64,50,2,0,0,0,1,0,0.203,0,30,0,0.3169,0,0.3169,0,-0.7611,0.0548,0.1907,0,2,1,4,2,2,1,3,1,6,4,3,3,1,2,0,0,0,0,0,0.7,0
64,50,3,0,0,1,3,15,0.831,8,0,1,0.6121,0,0,0.6121,1.0683,0.2877,0.0105,0,2,1,4,2,2,1,3,1,6,4,3,3,1,2,0,0,0,0,0,0.1,0
66,51,1,0,1,0,2,0,1.1,10,0,0,-1.6022,-1.6022,0,0,0.3195,-1.1312,0.9197,0.5,1,6,6,2,1,2,3,2,7,5,2,5,3,2,0,0,0,9,1,0.5,7
66,51,2,0,1,0,1,1,1.1,0,15,0,0.0374,0,0.0374,0,-0.1044,1.046,1.095,0,1,6,6,2,1,2,3,2,7,5,2,5,3,2,0,0,0,0,0,1.1,7
66,51,3,1,1,1,3,9,1.1,3,0,1,-0.8768,0,0,-0.8768,1.0428,0.557,0.3504,0,1,6,6,2,1,2,3,2,7,5,2,5,3,2,0,0,0,0,0,1.1,7
67,52,1,0,1,0,2,0,0.788,30,0,0,-0.2262,-0.2262,0,0,0.6447,0.2343,0.8173,0.5,2,6,6,1,1,1,2,2,4,5,1,5,1,2,1,1,2,10,2,0.8,8
67,52,2,0,1,0,1,0,-0.093,0,40,0,-0.1065,0,-0.1065,0,-1.6583,0.6877,-0.4124,0,2,6,6,1,1,1,2,2,4,5,1,5,1,2,0,0,0,0,0,0.8,8
67,52,3,1,1,1,3,3,0.818,15,0,1,0.03,0,0,0.03,1.2124,0.2464,0.4852,0,2,6,6,1,1,1,2,2,4,5,1,5,1,2,0,0,0,0,0,-1.2,8
68,53,1,0,1,0,2,0,0.415,15,0,0,1.5891,1.5891,0,0,0.4312,-0.7023,0.1131,1.5,1,6,3,1,1,1,4,1,7,2,1,5,5,4,1,1,2,10,1,1,0
68,53,2,0,1,0,1,0,0.096,0,40,0,0.3089,0,0.3089,0,-0.8829,0.1977,-0.191,0,1,6,3,1,1,1,4,1,7,2,1,5,5,4,0,0,0,0,0,1,0
68,53,3,1,1,1,3,9,0.75,10,0,0.5,-0.091,0,0,-0.091,0.9461,0.2919,0.6642,0,1,6,3,1,1,1,4,1,7,2,1,5,5,4,0,0,0,0,0,-0.7,0
69,54,1,0,1,0,1,0,0.049,30,0,0,-0.2039,-0.2039,0,0,-0.0494,-1.1534,-0.6532,3,2,1,3,2,1,2,4,0,6,2,2,1,2,3,1,1,2,10,1,0.9,0
69,54,2,0,1,1,3,0,0.644,0,30,0,1.3965,0,1.3965,0,0.3493,0.2031,0.3695,0,2,1,3,2,1,2,4,0,6,2,2,1,2,3,0,0,0,0,0,0.9,0
69,54,3,1,1,0,2,0,0.745,10,0,0,-0.6758,0,0,-0.6758,0.9458,0.2126,0.0961,0,2,1,3,2,1,2,4,0,6,2,2,1,2,3,0,0,0,0,0,-0.6,0
73,55,1,0,1,0,2,1,0.055,15,0,0,-0.1176,-0.1176,0,0,0.0136,-0.8601,-0.0021,0.5,1,2,6,2,1,2,1,1,4,3,3,1,3,2,0,0,0,8,1,0.8,0
73,55,2,0,1,0,1,0,0.057,0,-9,0,-1.0582,0,-1.0582,0,-0.8144,-0.136,-0.0584,0,1,2,6,2,1,2,1,1,4,3,3,1,3,2,0,0,0,0,0,0.8,0
73,55,3,1,1,1,3,27,0.355,7,0,1,1.2748,0,0,1.2748,0.5004,-0.0631,-0.2921,0,1,2,6,2,1,2,1,1,4,3,3,1,3,2,0,0,0,0,0,-0.6,0
76,56,1,1,1,0,2,6,0.784,20,0,0,0.82,0.82,0,0,0.9471,0.198,0.1087,0.5,2,1,5,2,2,2,0,0,1,5,1,2,2,2,1,1,2,8,1,0.8,0
76,56,2,0,1,0,1,0,0.072,0,-9,0,-1.371,0,-1.371,0,-1.659,0.5749,0.3955,0,2,1,5,2,2,2,0,0,1,5,1,2,2,2,0,0,0,0,0,0.8,0
76,56,3,0,1,1,3,1,0.576,10,0,0,-0.7105,0,0,-0.7105,0.9822,-0.2953,-0.2235,0,2,1,5,2,2,2,0,0,1,5,1,2,2,2,0,0,0,0,0,-0.9,0
78,57,1,0,1,0,2,0,0.142,15,0,0,0.1552,0.1552,0,0,0.0433,-1.2612,0.4859,0.5,1,4,3,1,1,1,4,1,5,3,1,4,3,4,1,1,2,10,1,1.3,0
78,57,2,0,1,0,1,0,0.108,0,45,0,0.0039,0,0.0039,0,-0.9737,-0.0425,0.3472,0,1,4,3,1,1,1,4,1,5,3,1,4,3,4,0,0,0,0,0,1.3,0
78,57,3,1,1,1,3,9,0.764,10,0,0.5,0.0225,0,0,0.0225,0.9176,0.5876,-0.4526,0,1,4,3,1,1,1,4,1,5,3,1,4,3,4,0,0,0,0,0,-0.7,0
79,58,1,0,1,0,2,1,0.535,20,0,0,1.3304,1.3304,0,0,0.9139,-0.7708,0.098,3,1,4,6,1,1,1,2,2,7,5,1,4,2,2,0,0,0,9,1,1,0
79,58,2,0,1,0,1,0,-0.253,0,25,0,-1.6581,0,-1.6581,0,-1.248,-0.1624,-0.5777,0,1,4,6,1,1,1,2,2,7,5,1,4,2,2,0,0,0,0,0,0.5,0
79,58,3,1,1,1,3,22,0.853,10,0,1,0.2361,0,0,0.2361,1.0631,0.5056,-0.2368,0,1,4,6,1,1,1,2,2,7,5,1,4,2,2,0,0,0,0,0,1,0
82,59,1,0,1,0,1,1,0.036,17,0,0,-0.1257,-0.1257,0,0,0.0064,-1.2864,0.3579,3,1,5,3,2,1,1,5,2,5,4,2,4,3,5,1,1,2,10,1,1.1,0
82,59,2,0,1,1,3,0,0.371,0,30,0,-0.0148,0,-0.0148,0,-0.4493,0.6121,0.4785,0,1,5,3,2,1,1,5,2,5,4,2,4,3,5,0,0,0,0,0,1.1,0
82,59,3,1,1,0,2,10,0.721,6,0,1,0.8529,0,0,0.8529,0.8761,0.5327,0.23,0,1,5,3,2,1,1,5,2,5,4,2,4,3,5,0,0,0,0,0,-0.6,0
83,60,1,0,1,0,2,0,0.429,10,0,0,1.1844,1.1844,0,0,0.2047,-0.2323,0.7008,0.5,2,1,2,2,1,1,3,1,6,2,2,2,2,2,0,0,0,10,1,0.8,0
83,60,2,0,1,0,1,0,-0.042,0,30,0,0.006,0,0.006,0,-1.7579,0.5345,-0.1106,0,2,1,2,2,1,1,3,1,6,2,2,2,2,2,0,0,0,0,0,1.7,0
83,60,3,1,1,1,3,7,0.606,5,0,0.5,0.9126,0,0,0.9126,1.1347,-1.0379,0.4103,0,2,1,2,2,1,1,3,1,6,2,2,2,2,2,0,0,0,0,0,0.8,0
84,61,1,1,1,1,3,9,0.675,20,0,0,0.546,0.546,0,0,0.7526,0.5457,0.5108,1.5,2,1,6,2,2,2,1,0,2,5,5,1,2,2,1,1,2,10,1,-1,6
84,61,2,0,1,0,1,0,0.14,0,-9,0,-1.1115,0,-1.1115,0,-1.3638,0.128,0.3759,0,2,1,6,2,2,2,1,0,2,5,5,1,2,2,0,0,0,0,0,0.9,6
84,61,3,0,1,0,2,3,0.405,-9,0,0,-1.0986,0,0,-1.0986,0.9311,-0.997,0.0808,0,2,1,6,2,2,2,1,0,2,5,5,1,2,2,0,0,0,0,0,-1,6
85,62,1,0,1,0,2,0,0.546,20,0,0,-0.7645,-0.7645,0,0,0.3262,-0.4789,1.0232,1.5,2,5,4,1,1,1,5,2,6,5,1,5,3,2,1,1,2,9,1,0.9,0
85,62,2,0,1,0,1,0,0.4,0,20,0,-1.6573,0,-1.6573,0,-0.4786,0.5053,0.7531,0,2,5,4,1,1,1,5,2,6,5,1,5,3,2,0,0,0,0,0,0.1,0
85,62,3,1,1,1,3,8,0.999,10,0,0.7,-0.7958,0,0,-0.7958,1.1525,1.0763,-0.0688,0,2,5,4,1,1,1,5,2,6,5,1,5,3,2,0,0,0,0,0,-0.7,0
87,63,1,1,1,0,2,3,1.238,7,0,0,0.9314,0.9314,0,0,1.4034,0.2528,2.3037,0.5,2,4,4,2,2,2,2,0,4,3,1,3,1,2,1,1,2,10,1,2.6,0
87,63,2,0,1,0,1,3,-0.316,0,20,0,-0.1408,0,-0.1408,0,-1.919,0.9492,-0.8542,0,2,4,4,2,2,2,2,0,4,3,1,3,1,2,0,0,0,0,0,1.1,0
87,63,3,0,1,1,3,0,0.404,5,0,0,0.1563,0,0,0.1563,0.9762,-0.5932,-0.8909,0,2,4,4,2,2,2,2,0,4,3,1,3,1,2,0,0,0,0,0,-0.3,0
88,64,1,0,1,0,1,0,-0.31,-9,0,0,999,999,0,0,-0.6378,-0.6235,-3.3401,0.5,1,5,3,1,1,1,4,3,6,5,1,3,2,4,1,0,1,7,3,1.4,17
88,64,2,0,1,0,2,25,0.477,0,17,0,999,0,999,0,-0.0631,0.0459,0.695,0,1,5,3,1,1,1,4,3,6,5,1,3,2,4,0,0,0,0,0,-1.5,17
88,64,3,1,1,1,3,29,0.548,-9,0,0.7,999,0,0,999,0.288,0.141,0.5216,0,1,5,3,1,1,1,4,3,6,5,1,3,2,4,0,0,0,0,0,-0.5,17
89,65,1,0,1,0,1,0,-0.8,30,0,0,-0.8925,-0.8925,0,0,-0.3029,-0.475,0.294,1.5,2,1,2,1,1,1,2,2,7,2,1,2,1,1,0,0,0,9,1,0.5,1
89,65,2,0,1,0,2,1,-0.9,0,25,0,0.1795,0,0.1795,0,-0.1934,0.062,0.4939,0,2,1,2,1,1,1,2,2,7,2,1,2,1,1,0,0,0,0,0,0.9,1
89,65,3,1,1,1,3,11,1,15,0,1,-1.2343,0,0,-1.2343,1.0875,0.4656,-0.1559,0,2,1,2,1,1,1,2,2,7,2,1,2,1,1,0,0,0,0,0,0.4,1
90,66,1,0,1,0,2,1,0.703,30,0,0,0.3959,0.3959,0,0,0.5355,-0.3339,1.9797,1.5,2,1,5,2,1,1,5,3,3,5,3,6,3,4,1,1,2,10,1,1.5,0
90,66,2,0,1,0,1,3,-0.182,0,40,0,-1.4767,0,-1.4767,0,-2.196,1.4196,-0.4892,0,2,1,5,2,1,1,5,3,3,5,3,6,3,4,0,0,0,0,0,1.5,0
90,66,3,1,1,1,3,14,1.574,10,0,0.8,0.6312,0,0,0.6312,1.8533,1.008,2.1141,0,2,1,5,2,1,1,5,3,3,5,3,6,3,4,0,0,0,0,0,-0.2,0
92,67,1,0,1,0,2,0,0.317,20,0,0,0.1915,0.1915,0,0,-0.6133,0.3254,-0.2747,0.5,2,5,4,1,1,1,5,1,7,5,1,5,2,4,1,1,2,10,1,1,0
92,67,2,0,1,0,1,0,0.132,0,45,0,0.2759,0,0.2759,0,-1.6,1.2312,0.0779,0,2,5,4,1,1,1,5,1,7,5,1,5,2,4,0,0,0,0,0,1,0
92,67,3,1,1,1,3,9,0.8,15,0,1,0.4473,0,0,0.4473,1.0604,0.8764,0.4768,0,2,5,4,1,1,1,5,1,7,5,1,5,2,4,0,0,0,0,0,-1,0
93,68,1,0,1,1,3,1,-0.503,-9,0,0,999,999,0,0,-0.8465,-2.3205,-0.5991,1.5,2,1,6,1,1,1,3,1,4,5,1,1,5,1,1,1,2,-9,1,1,12
93,68,2,1,1,0,2,1,0.285,0,30,0,999,0,999,0,-0.3063,0.5134,-1.0535,0,2,1,6,1,1,1,3,1,4,5,1,1,5,1,0,0,0,0,0,1,12
93,68,3,0,1,0,1,0,0.26,10,0,1,999,0,0,999,0.023,-0.7298,0.1784,0,2,1,6,1,1,1,3,1,4,5,1,1,5,1,0,0,0,0,0,-0.3,12
95,69,1,0,1,0,1,1,-0.07,23,0,0,-0.1783,-0.1783,0,0,0.101,-1.5343,0.0112,0.5,1,3,3,1,1,1,3,1,7,3,1,5,3,3,0,0,0,9,1,-0.8,1
95,69,2,0,1,0,2,5,0.348,0,10,0,0.7565,0,0.7565,0,-0.3826,0.4266,0.2744,0,1,3,3,1,1,1,3,1,7,3,1,5,3,3,0,0,0,0,0,-0.8,1
95,69,3,1,1,1,3,24,0.716,9,0,0.5,-0.1818,0,0,-0.1818,1.0288,0.5946,-0.3879,0,1,3,3,1,1,1,3,1,7,3,1,5,3,3,0,0,0,0,0,-0.8,1
98,70,1,1,1,0,2,1,0.1,20,0,0,-0.586,-0.586,0,0,0.9933,0.6679,0.4104,1.5,2,3,5,2,1,2,2,1,4,5,3,4,1,5,1,1,2,10,1,1,2
98,70,2,0,1,1,3,0,0.1,0,40,0,0.1712,0,0.1712,0,-0.0229,0.7905,0.8534,0,2,3,5,2,1,2,2,1,4,5,3,4,1,5,0,0,0,0,0,1,2
98,70,3,0,1,0,1,1,0.1,10,0,0.5,0.2166,0,0,0.2166,0.941,0.472,0.3478,0,2,3,5,2,1,2,2,1,4,5,3,4,1,5,0,0,0,0,0,-1.1,2
102,71,1,0,0,1,3,9,0.052,12,0,0,-0.0337,-0.0337,0,0,0.248,-0.5294,-0.2142,1.5,2,4,6,2,1,1,2,0,5,5,2,3,2,1,1,1,2,9,1,1.1,2
102,71,2,0,0,0,1,1,-0.07,0,30,0,-0.0928,0,-0.0928,0,-1.415,0.7863,0.7303,0,2,4,6,2,1,1,2,0,5,5,2,3,2,1,0,0,0,0,0,1.1,2
102,71,3,0,0,0,2,3,0.784,7,0,0,0.5562,0,0,0.5562,0.8038,0.5299,-0.0039,0,2,4,6,2,1,1,2,0,5,5,2,3,2,1,0,0,0,0,0,-1,2
103,72,1,0,1,0,2,1,0.585,20,0,0,-0.3667,-0.3667,0,0,0.89,-0.2425,0.0615,0.5,1,1,5,2,1,2,3,2,3,5,1,2,2,2,1,1,2,10,1,1,0
103,72,2,0,1,0,1,0,0.052,0,30,0,-1.6904,0,-1.6904,0,-1.6876,0.3058,0.8091,0,1,1,5,2,1,2,3,2,3,5,1,2,2,2,0,0,0,0,0,1,0
103,72,3,1,1,1,3,17,0.832,10,0,1,-0.6834,0,0,-0.6834,1.1608,0.2217,0.4922,0,1,1,5,2,1,2,3,2,3,5,1,2,2,2,0,0,0,0,0,-1.1,0
104,73,1,0,0,1,3,6,0.253,25,0,0,0.6807,0.6807,0,0,0.5535,-1.3271,0.0961,3,1,5,3,2,1,1,4,0,6,2,2,5,3,2,1,0,1,10,1,1.5,0
104,73,2,0,0,0,2,0,0.556,0,40,0,1.0556,0,1.0556,0,0.5205,0.0501,0.0794,0,1,5,3,2,1,1,4,0,6,2,2,5,3,2,0,0,0,0,0,0.7,0
104,73,3,0,0,0,1,0,-0.113,10,0,0,-2.4236,0,0,-2.4236,0.1603,-1.5911,-1.0549,0,1,5,3,2,1,1,4,0,6,2,2,5,3,2,0,0,0,0,0,-0.2,0
105,74,1,1,1,0,2,3,0.803,20,0,0,1.1638,1.1638,0,0,1.0789,0.1423,0.5772,3,2,1,5,2,2,1,2,1,3,5,3,0,2,3,1,1,2,10,1,1,0
105,74,2,0,1,0,1,0,0.059,0,30,0,0.2824,0,0.2824,0,-1.8756,1.3268,-0.0915,0,2,1,5,2,2,1,2,1,3,5,3,0,2,3,0,0,0,0,0,1,0
105,74,3,0,1,1,3,2,0.939,15,0,1,0.8865,0,0,0.8865,1.1337,1.1674,-0.3719,0,2,1,5,2,2,1,2,1,3,5,3,0,2,3,0,0,0,0,0,1,0
106,75,1,0,1,0,1,0,0.021,10,0,0,0.418,0.418,0,0,0.236,-1.7122,0.3091,0.5,2,1,2,1,1,1,2,1,6,2,2,3,2,2,0,0,0,4,1,0.8,0
106,75,2,1,1,1,3,12,0.867,0,8,0,1.0944,0,1.0944,0,0.513,0.9592,0.1477,0,2,1,2,1,1,1,2,1,6,2,2,3,2,2,0,0,0,0,0,1.6,0
106,75,3,0,1,0,2,6,-0.037,20,0,0.5,-0.3605,0,0,-0.3605,-0.2743,-0.4894,-0.8073,0,2,1,2,1,1,1,2,1,6,2,2,3,2,2,0,0,0,0,0,-1.6,0
109,76,1,0,1,0,2,1,-1.056,25,0,0,-0.6436,-0.6436,0,0,-1.1622,-2.4824,1.3462,1.5,1,1,4,1,1,2,2,1,7,5,1,5,5,1,0,0,0,-9,1,1,0
109,76,2,0,1,0,1,0,0.263,0,20,0,-1.4785,0,-1.4785,0,-0.34,0.0002,1.556,0,1,1,4,1,1,2,2,1,7,5,1,5,5,1,0,0,0,0,0,1,0
109,76,3,1,1,1,3,24,0.398,10,0,1,-1.0381,0,0,-1.0381,0.2137,0.1939,-0.5942,0,1,1,4,1,1,2,2,1,7,5,1,5,5,1,0,0,0,0,0,-1.3,0
111,77,1,0,1,0,2,1,0.084,20,0,0,-0.7846,-0.7846,0,0,-0.4777,-1.0833,1.4826,0.5,2,4,4,2,1,1,4,2,2,5,2,3,3,3,0,1,1,9,1,-0.2,0
111,77,2,0,1,0,1,0,0.017,0,40,0,-1.9526,0,-1.9526,0,-3.252,2.6955,1.2635,0,2,4,4,2,1,1,4,2,2,5,2,3,3,3,0,0,0,0,0,1.8,0
111,77,3,1,1,1,3,4,0.751,15,0,1,0.3388,0,0,0.3388,0.4107,2.2737,-0.2937,0,2,4,4,2,1,1,4,2,2,5,2,3,3,3,0,0,0,0,0,-2.2,0
112,78,1,0,1,0,1,1,-0.109,5,0,0,0.3241,0.3241,0,0,-0.3622,-0.6991,-0.2999,1.5,1,1,1,1,1,2,2,0,4,2,4,5,3,4,0,0,0,8,3,1.3,0
112,78,2,1,1,1,3,12,0.838,0,10,0,0.4225,0,0.4225,0,-0.2181,1.8717,-0.3521,0,1,1,1,1,1,2,2,0,4,2,4,5,3,4,0,0,0,0,0,1.3,0
112,78,3,0,1,0,2,4,0.262,10,0,0,1.0722,0,0,1.0722,0.6543,-1.2093,0.5808,0,1,1,1,1,1,2,2,0,4,2,4,5,3,4,0,0,0,0,0,-1.5,0
113,79,1,0,1,0,1,15,0.578,25,0,0,0.501,0.501,0,0,0.505,-0.0747,0.1735,0.5,2,5,6,1,1,1,2,1,2,5,1,2,1,4,1,0,1,10,1,0.8,2
113,79,2,0,1,1,3,12,0.277,0,40,0,0.1867,0,0.1867,0,-0.0187,-0.4972,-0.3449,0,2,5,6,1,1,1,2,1,2,5,1,2,1,4,0,0,0,0,0,0.8,2
113,79,3,1,1,0,2,28,0.7,10,0,0.5,0.7138,0,0,0.7138,0.8345,0.2993,-0.0768,0,2,5,6,1,1,1,2,1,2,5,1,2,1,4,0,0,0,0,0,-0.9,2
114,80,1,1,1,1,3,8,0.828,15,0,0,-0.4442,-0.4442,0,0,0.9156,-0.011,0.548,0.5,2,1,6,2,1,1,2,1,3,5,3,5,1,2,1,1,2,9,1,1,8
114,80,2,0,1,0,2,0,0.411,0,60,0,0.1211,0,0.1211,0,-0.7894,1.0649,0.1541,0,2,1,6,2,1,1,2,1,3,5,3,5,1,2,0,0,0,0,0,1,8
114,80,3,0,1,0,1,3,0.656,10,0,0.5,-0.7347,0,0,-0.7347,1.0887,0.0927,-0.2119,0,2,1,6,2,1,1,2,1,3,5,3,5,1,2,0,0,0,0,0,-1,8
115,81,1,0,1,0,1,0,-0.186,20,0,0,-0.1248,-0.1248,0,0,-0.8829,-0.8649,-0.3952,1.5,1,1,3,2,1,1,4,2,4,4,3,6,1,2,0,0,0,8,1,0.5,1
115,81,2,0,1,0,2,1,-0.039,0,30,0,-0.2761,0,-0.2761,0,-1.3741,0.6149,-0.3441,0,1,1,3,2,1,1,4,2,4,4,3,6,1,2,0,0,0,0,0,1.1,1
115,81,3,1,1,1,3,18,0.812,5,0,1,-0.3496,0,0,-0.3496,1.2908,0.1824,0.159,0,1,1,3,2,1,1,4,2,4,4,3,6,1,2,0,0,0,0,0,-1.3,1
116,82,1,0,1,0,2,0,0.048,30,0,0,-0.032,-0.032,0,0,-0.3423,-0.8714,0.4956,0.5,2,1,2,1,1,2,0,1,7,3,1,4,2,4,1,1,2,10,3,-0.2,0
116,82,2,0,1,0,1,0,-0.361,0,50,0,-0.2517,0,-0.2517,0,-2.2312,0.2309,0.1368,0,2,1,2,1,1,2,0,1,7,3,1,4,2,4,0,0,0,0,0,0.8,0
116,82,3,1,1,1,3,9,0.723,10,0,0,-0.1251,0,0,-0.1251,1.0373,0.4481,-0.635,0,2,1,2,1,1,2,0,1,7,3,1,4,2,4,0,0,0,0,0,-1.2,0
117,83,1,0,1,0,2,0,0.104,25,0,0,0.0283,0.0283,0,0,-0.6932,-1.5878,3.4772,3,0,5,3,2,1,1,4,1,4,5,3,6,2,1,0,0,0,10,1,1.1,0
117,83,2,0,1,0,1,0,0.099,0,60,0,-0.073,0,-0.073,0,-1.3417,0.7995,0.631,0,0,5,3,2,1,1,4,1,4,5,3,6,2,1,0,0,0,0,0,2.6,0
117,83,3,1,1,1,3,11,0.547,10,0,0.5,2.1072,0,0,2.1072,0.2438,0.6039,-0.4937,0,0,5,3,2,1,1,4,1,4,5,3,6,2,1,0,0,0,0,0,-0.3,0
121,84,1,0,1,0,1,0,0.244,25,0,0,-0.3596,-0.3596,0,0,0.184,-0.8851,0.0748,0.5,2,1,2,2,1,2,1,0,5,2,1,1,2,3,0,0,0,7,1,0.6,0
121,84,2,0,1,1,3,5,0.503,0,20,0,1.3243,0,1.3243,0,-0.2183,0.5833,0.3646,0,2,1,2,2,1,2,1,0,5,2,1,1,2,3,0,0,0,0,0,1.2,0
121,84,3,1,1,0,2,8,0.656,10,0,0,-0.0385,0,0,-0.0385,1.0353,0.0651,-0.3095,0,2,1,2,2,1,2,1,0,5,2,1,1,2,3,0,0,0,0,0,-1.1,0
123,85,1,0,1,0,2,0,0.038,35,0,0,-0.9262,-0.9262,0,0,-0.5474,-0.7668,0.2672,3,2,5,3,1,1,1,3,2,7,3,1,5,2,5,0,0,0,10,1,0.9,0
123,85,2,0,1,0,1,0,-0.115,0,55,0,-0.3885,0,-0.3885,0,-1.7793,0.5643,-0.1612,0,2,5,3,1,1,1,3,2,7,3,1,5,2,5,0,0,0,0,0,0.9,0
123,85,3,1,1,1,3,1,1.021,15,0,1,0.7178,0,0,0.7178,1.3345,0.7716,-0.058,0,2,5,3,1,1,1,3,2,7,3,1,5,2,5,0,0,0,0,0,-1,0
125,86,1,0,1,0,2,0,-0.317,50,0,0,-1.211,-1.211,0,0,-1.5111,-0.8415,0.1662,0.5,1,5,5,2,1,1,3,3,4,5,1,5,0,4,0,0,0,-9,1,0.5,9
125,86,2,0,1,0,1,0,-0.185,0,80,0,-0.5796,0,-0.5796,0,-1.4052,0.1398,-0.7856,0,1,5,5,2,1,1,3,3,4,5,1,5,0,4,0,0,0,0,0,0.5,9
125,86,3,1,1,1,3,8,0.852,20,0,1.5,-0.3316,0,0,-0.3316,1.4868,-0.0383,-0.1385,0,1,5,5,2,1,1,3,3,4,5,1,5,0,4,0,0,0,0,0,-0.1,9
126,87,1,0,1,0,1,0,0.013,35,0,0,-1.3046,-1.3046,0,0,-0.6806,-0.576,0.5689,1.5,2,1,2,2,1,2,3,1,4,2,4,1,3,2,0,0,0,4,1,-0.2,0
126,87,2,1,1,0,2,15,0.327,0,20,0,0.9488,0,0.9488,0,-1.1873,1.2011,0.1429,0,2,1,2,2,1,2,3,1,4,2,4,1,3,2,0,0,0,0,0,0.7,0
126,87,3,0,1,1,3,6,0.451,30,0,0.3,0.0536,0,0,0.0536,-0.0738,-0.3559,0.3469,0,2,1,2,2,1,2,3,1,4,2,4,1,3,2,0,0,0,0,0,-0.2,0
127,88,1,0,0,0,1,1,0.14,-9,0,0,0.2184,0.2184,0,0,-0.0017,-1.3696,0.113,0.5,2,6,2,1,1,2,1,0,7,2,4,5,3,4,1,1,2,10,1,1.1,0
127,88,2,0,0,0,2,25,0.345,0,25,0,0.3702,0,0.3702,0,-0.6452,0.3279,0.2862,0,2,6,2,1,1,2,1,0,7,2,4,5,3,4,0,0,0,0,0,1.1,0
127,88,3,0,0,1,3,8,0.612,10,0,0,0.5547,0,0,0.5547,1.0725,-0.3944,-0.1306,0,2,6,2,1,1,2,1,0,7,2,4,5,3,4,0,0,0,0,0,-0.6,0
128,89,1,0,1,0,1,0,-0.544,2,0,0,-0.2147,-0.2147,0,0,-0.6785,-1.7267,-0.9271,0.5,2,1,2,1,1,2,3,0,4,2,4,1,3,2,0,0,0,5,1,-1.9,0
128,89,2,1,1,1,3,22,0.735,0,5,0,1.0284,0,1.0284,0,0.4439,0.9054,-0.6501,0,2,1,2,1,1,2,3,0,4,2,4,1,3,2,0,0,0,0,0,1,0
128,89,3,0,1,0,2,4,0.49,2,0,0,0.5088,0,0,0.5088,1.1326,-0.0735,-1.3242,0,2,1,2,1,1,2,3,0,4,2,4,1,3,2,0,0,0,0,0,-0.9,0
