surv,num,modeid,modechos,choiflag,frstpref,rankpref,freq,excpt,timev,timew,apd,op,opb,opw,opc,f1gensvc,f2convac,f3psych,bwlk,stop,trpurpos,age,sex,drivlic,married,famsize,ncars,educ,lres,work,income,ptevop,congevop,freq1,freq2,freqk,busseat,bstdt,cost,nmisop
569,407,3,1,1,1,3,6,0.818,3,0,1,1.3701,0,0,1.3701,1.0618,0.4799,0.2463,0,2,1,4,1,1,1,5,2,5,4,1,5,3,2,0,0,0,0,0,-0.6,0
570,408,1,0,1,0,1,0,-0.098,15,0,0,-0.8856,-0.8856,0,0,-0.2451,-1.4309,0.4742,0.5,1,5,2,1,1,1,2,2,4,5,1,3,3,1,0,0,0,10,2,0.5,0
570,408,2,0,1,0,2,11,0.764,0,5,0,1.1068,0,1.1068,0,0.6755,0.6158,0.5561,0,1,5,2,1,1,1,2,2,4,5,1,3,3,1,0,0,0,0,0,1.5,0
570,408,3,1,1,1,3,17,0.707,10,0,1,1.6485,0,0,1.6485,1.1415,-0.2127,-0.9864,0,1,5,2,1,1,1,2,2,4,5,1,3,3,1,0,0,0,0,0,0.7,0
571,409,1,1,1,0,2,6,1.086,15,0,0,0.7785,0.7785,0,0,0.5938,0.9477,1.2283,0.5,1,1,6,2,2,2,1,0,3,5,5,1,2,5,1,1,2,10,1,1.3,1
571,409,2,0,1,0,1,0,-0.059,0,45,0,-1.3092,0,-1.3092,0,-2.3088,1.208,-0.4598,0,1,1,6,2,2,2,1,0,3,5,5,1,2,5,0,0,0,0,0,1.1,1
571,409,3,0,1,1,3,0,0.819,10,0,0,-1.3329,0,0,-1.3329,0.8131,0.5938,0.4023,0,1,1,6,2,2,2,1,0,3,5,5,1,2,5,0,0,0,0,0,-1.3,1
572,410,1,0,1,0,2,0,-0.134,30,0,0,-0.8858,-0.8858,0,0,-0.1505,-1.3558,-1.0537,3,1,1,3,1,1,1,5,1,7,5,1,0,3,2,0,0,0,10,1,1.1,0
572,410,2,0,1,0,1,0,-0.017,0,30,0,0.4875,0,0.4875,0,-1.7949,0.7291,0.4394,0,1,1,3,1,1,1,5,1,7,5,1,0,3,2,0,0,0,0,0,1.1,0
572,410,3,1,1,1,3,10,0.955,15,0,0.5,1.0395,0,0,1.0395,1.5956,0.0094,0.3704,0,1,1,3,1,1,1,5,1,7,5,1,0,3,2,0,0,0,0,0,-1.3,0
573,411,1,0,1,0,1,0,0.196,20,0,0,-0.3579,-0.3579,0,0,-0.2229,-0.7399,0.7501,1.5,0,1,4,5,1,2,3,1,1,5,2,1,2,1,0,0,0,10,3,0.5,0
573,411,2,0,1,0,2,1,0.295,0,22,0,0.4454,0,0.4454,0,-1.401,0.5101,1.8232,0,0,1,4,5,1,2,3,1,1,5,2,1,2,1,0,0,0,0,0,1.3,0
573,411,3,1,1,1,3,12,0.373,5,0,1,1.2437,0,0,1.2437,0.4644,-0.4848,-0.0115,0,0,1,4,5,1,2,3,1,1,5,2,1,2,1,0,0,0,0,0,-1.2,0
575,412,1,0,1,0,2,0,0.118,30,0,0,0.0932,0.0932,0,0,-0.0203,-1.0657,0.3948,0.5,2,3,2,1,1,1,2,1,5,2,1,4,2,2,1,0,1,-9,2,0.5,1
575,412,2,0,1,0,1,0,0.045,0,60,0,-2.0117,0,-2.0117,0,-0.9981,0.0423,-0.2448,0,2,3,2,1,1,1,2,1,5,2,1,4,2,2,0,0,0,0,0,1.3,1
575,412,3,1,1,1,3,2,0.927,25,0,0.5,0.6653,0,0,0.6653,1.0647,0.688,-0.198,0,2,3,2,1,1,1,2,1,5,2,1,4,2,2,0,0,0,0,0,0.6,1
576,413,1,0,1,0,2,0,0.421,7,0,0,0.8905,0.8905,0,0,0.5793,-1.3071,0.5358,0.5,2,4,3,1,1,2,1,1,5,5,1,2,4,2,1,1,2,8,1,2,0
576,413,2,1,1,1,3,8,0.969,0,5,0,0.3496,0,0.3496,0,0.74,1.0065,-0.0298,0,2,4,3,1,1,2,1,1,5,5,1,2,4,2,0,0,0,0,0,2,0
576,413,3,0,1,0,1,1,0.488,10,0,1,0.1862,0,0,0.1862,0.8176,0.3738,-0.9405,0,2,4,3,1,1,2,1,1,5,5,1,2,4,2,0,0,0,0,0,-0.9,0
78,414,1,0,1,0,1,0,0.114,-9,0,0,-0.1474,-0.1474,0,0,-0.0112,-1.1131,0.5175,1.5,2,1,3,1,1,1,5,3,7,3,1,4,2,2,0,0,0,10,1,-0.6,0
78,414,2,1,1,1,3,24,0.939,0,10,0,1.5648,0,1.5648,0,0.8912,0.7885,-0.0526,0,2,1,3,1,1,1,5,3,7,3,1,4,2,2,0,0,0,0,0,1.2,0
78,414,3,0,1,0,2,33,0.555,4,0,1.5,0.0698,0,0,0.0698,0.7631,0.7484,-1.308,0,2,1,3,1,1,1,5,3,7,3,1,4,2,2,0,0,0,0,0,-0.6,0
579,415,1,0,1,0,2,1,-0.26,25,0,0,999,999,0,0,-1.1806,-1.6929,0.3729,6,1,4,6,1,1,1,2,2,7,5,1,6,0,4,1,1,2,10,1,1.1,10
579,415,2,0,1,0,1,0,0.095,0,25,0,999,0,999,0,-1.6673,0.6205,0.8468,0,1,4,6,1,1,1,2,2,7,5,1,6,0,4,0,0,0,0,0,1.1,10
579,415,3,1,1,1,3,17,0.835,7,0,1,999,0,0,999,0.7744,0.7894,0.3176,0,1,4,6,1,1,1,2,2,7,5,1,6,0,4,0,0,0,0,0,-1.1,10
580,416,1,0,1,0,2,0,0.127,-9,0,0,0.791,0.791,0,0,0.0637,-1.3188,0.948,-9,1,1,5,2,1,2,1,1,6,3,1,3,2,4,0,0,0,10,3,1.2,0
580,416,2,1,1,1,3,20,0.922,0,10,0,0.9323,0,0.9323,0,0.7726,0.6845,1.5395,0,1,1,5,2,1,2,1,1,6,3,1,3,2,4,0,0,0,0,0,1.2,0
580,416,3,0,1,0,1,9,0.831,5,0,1,-0.848,0,0,-0.848,0.6193,0.8424,0.0472,0,1,1,5,2,1,2,1,1,6,3,1,3,2,4,0,0,0,0,0,0.1,0
582,417,1,0,1,0,2,0,-0.086,15,0,0,999,999,0,0,-0.1293,-1.2956,-1.8089,1.5,0,6,6,1,1,1,2,2,3,5,1,4,3,3,1,1,2,8,2,0.8,11
582,417,2,0,1,0,1,0,-0.699,0,-9,0,999,0,999,0,-2.2444,-0.2314,-2.0217,0,0,6,6,1,1,1,2,2,3,5,1,4,3,3,0,0,0,0,0,-1.3,11
582,417,3,1,1,1,3,11,0.526,10,0,1,999,0,0,999,0.4855,0.425,-0.2441,0,0,6,6,1,1,1,2,2,3,5,1,4,3,3,0,0,0,0,0,-1.3,11
583,418,1,0,1,0,1,1,0.43,15,0,0,1.1868,1.1868,0,0,0.5128,-0.5032,-0.3028,0.5,1,1,1,2,1,2,5,2,4,2,4,3,2,4,1,0,1,9,1,0.7,0
583,418,2,1,1,1,3,24,0.891,0,10,0,0.9598,0,0.9598,0,0.7388,0.7886,-0.3411,0,1,1,1,2,1,2,5,2,4,2,4,3,2,4,0,0,0,0,0,1.3,0
583,418,3,0,1,0,2,0,0.788,5,0,0.4,0.2317,0,0,0.2317,1.0232,0.0639,0.1484,0,1,1,1,2,1,2,5,2,4,2,4,3,2,4,0,0,0,0,0,0.7,0
584,419,1,0,1,0,1,0,-0.388,15,0,0,0.2396,0.2396,0,0,-0.9828,-1.0828,-1.1869,3,2,1,4,2,1,1,5,2,4,5,3,4,2,2,0,0,0,10,1,-1.2,0
584,419,2,0,1,0,2,0,0.56,0,20,0,0.9627,0,0.9627,0,-0.3782,1.2076,0.8331,0,2,1,4,2,1,1,5,2,4,5,3,4,2,2,0,0,0,0,0,2.5,0
584,419,3,1,1,1,3,33,1.216,5,0,0.7,1.1598,0,0,1.1598,1.8579,0.9994,0.427,0,2,1,4,2,1,1,5,2,4,5,3,4,2,2,0,0,0,0,0,-1.2,0
586,420,1,0,1,0,2,0,-0.061,40,0,0,-0.3838,-0.3838,0,0,-0.733,-1.1886,0.395,1.5,1,6,5,1,1,1,2,2,7,5,1,0,3,4,1,1,2,10,1,0.9,0
586,420,2,0,1,0,1,0,-0.083,0,60,0,-0.7857,0,-0.7857,0,-2.2257,0.7353,0.2269,0,1,6,5,1,1,1,2,2,7,5,1,0,3,4,0,0,0,0,0,0.9,0
586,420,3,1,1,1,3,10,0.834,15,0,1,-0.7294,0,0,-0.7294,0.5558,0.8297,0.2693,0,1,6,5,1,1,1,2,2,7,5,1,0,3,4,0,0,0,0,0,-0.9,0
587,421,1,0,1,0,1,0,0.212,20,0,0,-1.4708,-1.4708,0,0,0.0694,-0.5482,0.0384,3,1,1,2,1,1,2,1,1,7,3,2,2,2,4,0,0,0,9,1,0.5,0
587,421,2,0,1,0,2,3,0.499,0,15,0,0.5511,0,0.5511,0,-0.6097,0.9785,0.4521,0,1,1,2,1,1,2,1,1,7,3,2,2,2,4,0,0,0,0,0,1.4,0
587,421,3,1,1,1,3,38,0.938,7,0,1,0.5578,0,0,0.5578,1.294,0.6002,0.2203,0,1,1,2,1,1,2,1,1,7,3,2,2,2,4,0,0,0,0,0,-0.7,0
589,422,1,0,1,0,2,0,-0.018,25,0,0,-0.1599,-0.1599,0,0,-0.2462,-1.2194,0.2348,0.5,2,3,5,1,1,1,3,1,5,4,1,5,4,3,0,0,0,10,1,1,0
589,422,2,0,1,0,1,0,0.299,0,35,0,0.5656,0,0.5656,0,-0.1914,0.1537,-0.0074,0,2,3,5,1,1,1,3,1,5,4,1,5,4,3,0,0,0,0,0,1,0
589,422,3,1,1,1,3,23,0.682,5,0,0.3,-0.0035,0,0,-0.0035,0.977,0.4271,-0.134,0,2,3,5,1,1,1,3,1,5,4,1,5,4,3,0,0,0,0,0,-1.2,0
590,423,1,1,1,1,3,20,-6.579,20,0,0,-0.2195,-0.2195,0,0,-0.0699,-0.7613,0.6031,0.5,2,4,4,2,2,1,3,0,5,5,3,3,2,2,1,1,2,10,1,1,3
590,423,2,0,1,0,1,0,-0.623,0,60,0,0.3648,0,0.3648,0,-1.4706,0.4678,-1.568,0,2,4,4,2,2,1,3,0,5,5,3,3,2,2,0,0,0,0,0,1,3
590,423,3,0,1,0,2,3,-3.573,15,0,0,-0.4539,0,0,-0.4539,0.4122,-0.5234,-2.0509,0,2,4,4,2,2,1,3,0,5,5,3,3,2,2,0,0,0,0,0,2,3
593,424,1,0,1,0,1,0,-0.035,15,0,0,-0.2661,-0.2661,0,0,-0.4375,-1.0643,-0.6198,1.5,1,5,2,2,1,2,1,0,6,2,1,2,2,2,1,0,1,5,1,1,0
593,424,2,0,1,0,2,1,0.648,0,20,0,0.4701,0,0.4701,0,-0.4889,1.4473,0.2588,0,1,5,2,2,1,2,1,0,6,2,1,2,2,2,0,0,0,0,0,2,0
593,424,3,1,1,1,3,5,0.695,3,0,0,0.7176,0,0,0.7176,1.2046,-0.0183,-0.5739,0,1,5,2,2,1,2,1,0,6,2,1,2,2,2,0,0,0,0,0,-0.9,0
596,425,1,0,1,0,1,1,-0.116,20,0,0,0.1188,0.1188,0,0,-0.9206,-0.9111,-0.1729,1.5,1,6,2,2,1,1,4,2,6,4,1,5,2,1,0,0,0,10,1,0.8,0
596,425,2,0,1,0,2,6,0.847,0,10,0,1.2315,0,1.2315,0,0.1253,1.5456,1.0513,0,1,6,2,2,1,1,4,2,6,4,1,5,2,1,0,0,0,0,0,1.8,0
596,425,3,1,1,1,3,9,0.701,5,0,1,1.2621,0,0,1.2621,0.9482,0.3297,-0.7081,0,1,6,2,2,1,1,4,2,6,4,1,5,2,1,0,0,0,0,0,-1.3,0
598,426,1,0,1,0,2,1,0.51,25,0,0,1.1234,1.1234,0,0,0.7972,-1.4517,1.821,6,1,1,3,1,1,1,4,1,7,3,1,3,2,2,1,1,2,6,1,1.5,0
598,426,2,0,1,0,1,1,0.86,0,35,0,0.6578,0,0.6578,0,-0.7586,1.7921,2.0424,0,1,1,3,1,1,1,4,1,7,3,1,3,2,2,0,0,0,0,0,1.5,0
598,426,3,1,1,1,3,4,0.905,10,0,0.5,-0.8468,0,0,-0.8468,0.7448,0.3991,1.8073,0,1,1,3,1,1,1,4,1,7,3,1,3,2,2,0,0,0,0,0,-0.2,0
600,427,1,0,1,0,2,0,0.374,60,0,0,999,999,0,0,0.3525,0.0286,-0.9208,1.5,1,4,6,2,2,1,1,1,7,5,3,1,4,1,1,0,1,9,1,-1.7,12
600,427,2,0,1,0,1,1,0.66,0,30,0,999,0,999,0,0.7662,0.1619,0.3048,0,1,4,6,2,2,1,1,1,7,5,3,1,4,1,0,0,0,0,0,-0.9,12
600,427,3,1,1,1,3,3,0.484,15,0,1,999,0,0,999,0.2069,0.2283,-0.4503,0,1,4,6,2,2,1,1,1,7,5,3,1,4,1,0,0,0,0,0,-0.9,12
601,428,1,0,1,0,1,0,-6.055,40,0,0,999,999,0,0,-0.4473,-0.1286,0.0759,-9,2,2,1,,,,,0,,2,0,0,2,3,9,9,9,10,0,-0.8,27
601,428,2,0,1,0,2,0,-14.687,0,60,0,999,0,999,0,-1.005,0.9123,0.0293,0,2,2,1,,,,,0,,2,0,0,2,3,0,0,0,0,0,0.9,27
601,428,3,1,1,1,3,9,-53.183,8,0,0,999,0,0,999,1.4507,0.695,0.2171,0,2,2,1,,,,,0,,2,0,0,2,3,0,0,0,0,0,-0.8,27
603,429,1,0,1,0,1,3,0.106,1,0,0,-0.9635,-0.9635,0,0,-0.2397,-0.5549,-0.3461,0.5,2,6,3,2,1,2,1,1,7,5,1,1,3,4,0,1,1,-9,1,0.7,0
603,429,2,1,1,1,3,29,0.685,0,2,0,1.7079,0,1.7079,0,0.3496,0.8435,-0.4015,0,2,6,3,2,1,2,1,1,7,5,1,1,3,4,0,0,0,0,0,1.4,0
603,429,3,0,1,0,2,12,0.645,1,0,1,-1.2895,0,0,-1.2895,0.3754,1.2031,-0.5925,0,2,6,3,2,1,2,1,1,7,5,1,1,3,4,0,0,0,0,0,-0.8,0
604,430,1,1,1,1,3,3,0.597,15,0,0,0.2042,0.2042,0,0,1.1702,-1.2254,0.5385,3,2,5,6,1,2,1,2,1,7,3,2,2,4,5,1,1,2,10,1,0.9,6
604,430,2,0,1,0,1,0,-0.116,0,45,0,-0.1165,0,-0.1165,0,-1.7879,0.8994,-0.4025,0,2,5,6,1,2,1,2,1,7,3,2,2,4,5,0,0,0,0,0,0.9,6
604,430,3,0,1,0,2,3,0.836,10,0,1,-0.6246,0,0,-0.6246,1.1151,0.4699,0.0159,0,2,5,6,1,2,1,2,1,7,3,2,2,4,5,0,0,0,0,0,-1,6
605,431,1,0,1,1,3,29,-0.164,30,0,0,-0.3079,-0.3079,0,0,-0.4551,-1.1502,-0.7582,0.5,2,6,6,2,2,0,1,1,1,5,5,1,4,3,1,1,2,10,1,-0.7,0
605,431,2,0,1,0,2,0,0.004,0,30,0,-1.634,0,-1.634,0,-0.6967,-0.1318,-0.9688,0,2,6,6,2,2,0,1,1,1,5,5,1,4,3,0,0,0,0,0,0.3,0
605,431,3,1,1,0,1,3,0.348,12,0,0,0.3161,0,0,0.3161,0.5286,-0.2739,-0.9837,0,2,6,6,2,2,0,1,1,1,5,5,1,4,3,0,0,0,0,0,-0.7,0
606,432,1,1,1,1,3,3,0.936,20,0,0,1.0872,1.0872,0,0,1.1128,0.1841,0.6133,0.5,2,1,3,1,1,2,3,1,4,5,5,4,3,5,1,1,2,10,1,0.9,0
606,432,2,0,1,0,1,0,0.606,0,60,0,-0.8278,0,-0.8278,0,0.0253,0.3647,0.3402,0,2,1,3,1,1,2,3,1,4,5,5,4,3,5,0,0,0,0,0,0.9,0
606,432,3,0,1,0,2,2,0.632,10,0,0.5,0.6706,0,0,0.6706,0.9999,-0.4684,-0.1099,0,2,1,3,1,1,2,3,1,4,5,5,4,3,5,0,0,0,0,0,0.9,0
607,433,1,1,1,0,2,0,-0.032,30,0,0,-0.4676,-0.4676,0,0,-1.0774,-0.3821,0.4812,1.5,2,5,5,1,1,1,2,1,5,5,1,5,4,4,0,0,0,9,1,0.9,0
607,433,2,0,1,0,1,0,-0.09,0,45,0,-2.1488,0,-2.1488,0,-1.5339,-0.1552,0.1224,0,2,5,5,1,1,1,2,1,5,5,1,5,4,4,0,0,0,0,0,0.9,0
607,433,3,0,1,1,3,15,0.761,10,0,0.5,0.6437,0,0,0.6437,0.7655,0.5096,-0.2179,0,2,5,5,1,1,1,2,1,5,5,1,5,4,4,0,0,0,0,0,-0.8,0
609,434,1,0,1,0,1,0,-0.361,-9,0,0,0.3543,0.3543,0,0,-0.4278,-2.0216,-0.5879,-9,2,1,5,1,1,1,5,3,7,5,1,5,4,4,0,0,0,5,3,-0.7,0
609,434,2,0,1,0,2,3,0.445,0,20,0,0.4195,0,0.4195,0,-0.1214,0.8422,-0.262,0,2,1,5,1,1,1,5,3,7,5,1,5,4,4,0,0,0,0,0,0.8,0
609,434,3,1,1,1,3,6,0.855,5,0,0.6,0.4904,0,0,0.4904,0.8812,0.9183,-0.0774,0,2,1,5,1,1,1,5,3,7,5,1,5,4,4,0,0,0,0,0,-0.7,0
610,435,1,0,1,0,2,0,-0.383,20,0,0,999,999,0,0,-0.7666,-0.6152,-2.1745,3,2,6,5,1,2,2,1,1,3,5,1,4,4,2,0,0,0,5,1,-1,11
610,435,2,0,1,0,1,0,0.011,0,30,0,999,0,999,0,-0.7524,0.3823,-1.6711,0,2,6,5,1,2,2,1,1,3,5,1,4,4,2,0,0,0,0,0,0.7,11
610,435,3,1,1,1,3,15,0.507,8,0,1,999,0,0,999,0.9393,-0.2879,-0.6916,0,2,6,5,1,2,2,1,1,3,5,1,4,4,2,0,0,0,0,0,0.7,11
612,436,1,0,1,0,1,0,-0.032,20,0,0,-0.1667,-0.1667,0,0,-0.4039,-1.2445,1.1588,0.5,1,4,5,2,1,2,1,1,7,5,1,4,2,3,0,0,0,5,2,-1.2,6
612,436,2,1,1,1,3,6,0.919,0,10,0,0.0903,0,0.0903,0,0.2922,1.4531,0.5181,0,1,4,5,2,1,2,1,1,7,5,1,4,2,3,0,0,0,0,0,1.2,6
612,436,3,0,1,0,2,2,0.868,5,0,1,-0.2352,0,0,-0.2352,0.8989,0.5269,1.0704,0,1,4,5,2,1,2,1,1,7,5,1,4,2,3,0,0,0,0,0,-1.2,6
614,437,1,0,1,0,1,0,-0.631,30,0,0,-1.294,-1.294,0,0,-0.7018,-2.7416,-0.5679,0.5,1,1,3,1,1,1,4,1,7,2,1,0,3,2,0,0,0,9,3,-0.2,0
614,437,2,0,1,0,2,0,-0.179,0,25,0,-1.3425,0,-1.3425,0,-2.427,1.1831,-0.1955,0,1,1,3,1,1,1,4,1,7,2,1,0,3,2,0,0,0,0,0,1.7,0
614,437,3,1,1,1,3,3,1.549,10,0,0.5,-1.4609,0,0,-1.4609,2.3986,0.7981,0.3634,0,1,1,3,1,1,1,4,1,7,2,1,0,3,2,0,0,0,0,0,1.7,0
618,438,1,0,1,0,1,5,0.241,25,0,0,999,999,0,0,0.0214,-0.6842,-0.1017,3,2,6,6,2,1,1,2,1,4,5,3,3,2,4,1,1,2,9,1,0.7,12
618,438,2,0,1,0,2,0,-0.225,0,45,0,999,0,999,0,-1.7469,0.2146,-1.0061,0,2,6,6,2,1,1,2,1,4,5,3,3,2,4,0,0,0,0,0,0.7,12
618,438,3,1,1,1,3,7,0.794,10,0,0.5,999,0,0,999,0.7977,0.5231,-0.1188,0,2,6,6,2,1,1,2,1,4,5,3,3,2,4,0,0,0,0,0,0.7,12
621,439,1,0,1,0,2,0,0.796,20,0,0,-0.3022,-0.3022,0,0,0.0313,0.531,2.5468,0.5,1,6,4,2,1,1,4,2,4,5,2,5,2,2,1,1,2,8,1,-0.1,0
621,439,2,0,1,0,1,0,0.458,0,18,0,-1.1051,0,-1.1051,0,-0.7925,1.0938,0.2944,0,1,6,4,2,1,1,4,2,4,5,2,5,2,2,0,0,0,0,0,1.1,0
621,439,3,1,1,1,3,23,0.796,8,0,0.4,-0.3016,0,0,-0.3016,1.0745,0.9452,-0.0538,0,1,6,4,2,1,1,4,2,4,5,2,5,2,2,0,0,0,0,0,-1.3,0
622,440,1,0,1,0,2,5,0.498,25,0,0,1.714,1.714,0,0,0.4049,-0.5145,0.4859,0.5,2,1,2,2,1,1,3,0,5,2,3,2,1,2,1,1,2,10,1,1,0
622,440,2,0,1,0,1,0,0.099,0,60,0,0.3952,0,0.3952,0,-0.8689,0.1575,-0.0707,0,2,1,2,2,1,1,3,0,5,2,3,2,1,2,0,0,0,0,0,0.5,0
622,440,3,1,1,1,3,11,0.495,12,0,0,-0.5242,0,0,-0.5242,0.5935,-0.1558,-0.2816,0,2,1,2,2,1,1,3,0,5,2,3,2,1,2,0,0,0,0,0,-0.5,0
623,441,1,1,1,0,2,5,0.141,20,0,0,-0.3796,-0.3796,0,0,-0.4356,-1.1612,0.9806,1.5,2,4,5,2,2,1,3,1,3,5,1,4,3,3,1,1,2,8,1,1.5,8
623,441,2,0,1,0,1,0,0.125,0,30,0,0.2607,0,0.2607,0,-1.4024,1.0482,-0.3949,0,2,4,5,2,2,1,3,1,3,5,1,4,3,3,0,0,0,0,0,1.5,8
623,441,3,0,1,1,3,20,0.086,10,0,1,-0.4052,0,0,-0.4052,0.5732,-0.5033,-1.4303,0,2,4,5,2,2,1,3,1,3,5,1,4,3,3,0,0,0,0,0,-1.7,8
2201,442,1,0,1,0,1,0,0.986,13,0,0,1.0342,1.0342,0,0,1.0363,-0.5737,3.0111,0.5,1,1,6,1,1,1,2,1,4,3,1,3,2,1,1,1,2,10,1,1.7,0
2201,442,2,0,1,0,2,0,0.836,0,25,0,0.6595,0,0.6595,0,-1.077,1.1697,3.3788,0,1,1,6,1,1,1,2,1,4,3,1,3,2,1,0,0,0,0,0,1.7,0
2201,442,3,1,1,1,3,5,1.5,7,0,1,0.0214,0,0,0.0214,1.9967,1.185,1.9976,0,1,1,6,1,1,1,2,1,4,3,1,3,2,1,0,0,0,0,0,-1.9,0
626,443,1,0,1,0,1,1,-0.046,6,0,0,-1.4856,-1.4856,0,0,0.0141,-1.5855,0.3374,0.5,2,0,5,1,1,1,2,1,4,5,1,5,2,2,0,0,0,10,1,1.7,0
626,443,2,0,1,0,2,1,0.87,0,10,0,0.3658,0,0.3658,0,0.8157,0.5052,0.8829,0,2,0,5,1,1,1,2,1,4,5,1,5,2,2,0,0,0,0,0,1.7,0
626,443,3,1,1,1,3,11,0.768,3,0,0.5,1.3435,0,0,1.3435,0.9193,0.289,0.2889,0,2,0,5,1,1,1,2,1,4,5,1,5,2,2,0,0,0,0,0,0.8,0
627,444,1,0,1,0,2,6,-0.378,25,0,0,-0.1124,-0.1124,0,0,-0.7373,-1.68,-0.695,1.5,2,4,2,2,2,2,2,0,5,5,1,2,3,2,1,1,2,10,1,0.6,0
627,444,2,0,1,0,1,0,0.136,0,45,0,1.036,0,1.036,0,-0.9904,1.074,-0.9257,0,2,4,2,2,2,2,2,0,5,5,1,2,3,2,0,0,0,0,0,1.5,0
627,444,3,1,1,1,3,5,0.235,10,0,0,-1.8217,0,0,-1.8217,0.2685,-0.1445,-1.4047,0,2,4,2,2,2,2,2,0,5,5,1,2,3,2,0,0,0,0,0,-1,0
628,445,1,0,1,0,1,0,0.179,20,0,0,0.5053,0.5053,0,0,-0.5155,-0.3219,0.3288,1.5,2,1,2,1,1,1,3,1,6,2,4,1,3,2,0,0,0,9,1,1,0
628,445,2,0,1,0,2,1,0.365,0,30,0,1.0239,0,1.0239,0,-1.3989,1.476,0.5045,0,2,1,2,1,1,1,3,1,6,2,4,1,3,2,0,0,0,0,0,1.9,0
628,445,3,1,1,1,3,4,0.733,7,0,0.5,0.3112,0,0,0.3112,0.8515,0.7329,-0.3241,0,2,1,2,1,1,1,3,1,6,2,4,1,3,2,0,0,0,0,0,-0.9,0
629,446,1,0,1,0,2,1,0.991,20,0,0,1.6175,1.6175,0,0,1.1322,0.4424,0.2152,0.5,2,0,5,2,1,1,5,2,6,5,1,3,1,2,1,1,2,10,1,0.9,0
629,446,2,0,1,0,1,0,0.352,0,-9,0,-1.1628,0,-1.1628,0,-0.7926,0.572,0.508,0,2,0,5,2,1,1,5,2,6,5,1,3,1,2,0,0,0,0,0,0.9,0
629,446,3,1,1,1,3,1,0.735,10,0,0.5,-0.6295,0,0,-0.6295,1.2341,-0.019,-0.3839,0,2,0,5,2,1,1,5,2,6,5,1,3,1,2,0,0,0,0,0,-1,0
631,447,1,0,1,0,2,0,0.268,-9,0,0,-1.0328,-1.0328,0,0,-0.0822,-0.0391,-0.0049,-9,2,1,1,1,1,2,4,1,4,2,4,6,3,3,9,9,9,5,0,0.5,0
631,447,2,1,1,1,3,22,0.849,0,5,0,0.9735,0,0.9735,0,0.636,0.6097,0.0951,0,2,1,1,1,1,2,4,1,4,2,4,6,3,3,0,0,0,0,0,1.2,0
631,447,3,0,1,0,1,0,0.514,-9,0,0.3,-0.273,0,0,-0.273,0.8098,0.2345,-0.2414,0,2,1,1,1,1,2,4,1,4,2,4,6,3,3,0,0,0,0,0,-0.6,0
632,448,1,0,1,0,2,1,0.02,20,0,0,0.4527,0.4527,0,0,-0.0578,-1.2438,0.0043,0.5,2,4,4,2,1,2,2,1,4,5,1,2,2,2,1,1,2,10,1,0.5,0
632,448,2,0,1,0,1,0,-0.013,0,30,0,-0.0079,0,-0.0079,0,-1.3634,0.234,0.171,0,2,4,4,2,1,2,2,1,4,5,1,2,2,2,0,0,0,0,0,1.1,0
632,448,3,1,1,1,3,23,0.783,7,0,1,0.4168,0,0,0.4168,0.8788,0.738,-0.0286,0,2,4,4,2,1,2,2,1,4,5,1,2,2,2,0,0,0,0,0,-1.2,0
633,449,1,0,0,0,2,0,-0.245,28,0,0,-0.7024,-0.7024,0,0,-0.717,-2.0225,1.5683,1.5,1,1,4,1,1,1,4,1,7,5,1,5,4,4,0,0,0,10,1,0.5,0
633,449,2,0,0,1,3,3,0.837,0,15,0,1.4197,0,1.4197,0,-0.652,1.8324,1.6829,0,1,1,4,1,1,1,4,1,7,5,1,5,4,4,0,0,0,0,0,1.2,0
633,449,3,0,0,0,1,9,0.38,14,0,0.5,-1.9169,0,0,-1.9169,0.2212,0.0068,-0.1215,0,1,1,4,1,1,1,4,1,7,5,1,5,4,4,0,0,0,0,0,-1.3,0
634,450,1,0,1,0,2,0,0.687,5,0,0,0.6009,0.6009,0,0,0.5957,0.2284,-0.6712,0.5,2,3,2,1,1,2,0,0,5,2,2,1,1,2,1,1,2,10,1,0.9,0
634,450,2,1,1,1,3,22,0.796,0,5,0,1.5065,0,1.5065,0,0.9806,0.1699,-0.3209,0,2,3,2,1,1,2,0,0,5,2,2,1,1,2,0,0,0,0,0,0.9,0
634,450,3,0,1,0,1,3,-0.114,5,0,0,-1.3825,0,0,-1.3825,-0.0873,-1.0997,-1.5022,0,2,3,2,1,1,2,0,0,5,2,2,1,1,2,0,0,0,0,0,-0.6,0
636,451,1,1,1,1,3,13,0.604,-9,0,0,1.3288,1.3288,0,0,1.0663,-0.8419,0.7376,1.5,1,2,6,1,1,1,2,1,3,5,1,0,2,2,1,0,1,10,1,-1.9,0
636,451,2,0,1,0,1,0,-0.315,0,-9,0,-2.0862,0,-2.0862,0,-1.7845,0.4469,-0.3384,0,1,2,6,1,1,1,2,1,3,5,1,0,2,2,0,0,0,0,0,-1,0
636,451,3,0,1,0,2,25,0.49,-9,0,1,-0.3585,0,0,-0.3585,1.0711,-0.0019,-1.4412,0,1,2,6,1,1,1,2,1,3,5,1,0,2,2,0,0,0,0,0,-1,0
640,452,1,0,1,1,3,3,-0.073,25,0,0,1.5761,1.5761,0,0,-0.5495,-1.1373,-0.2626,0.5,2,5,5,2,1,1,3,2,4,5,1,5,3,3,1,1,2,8,1,1.5,0
